1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
-nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  2.50857e+306  -8.50294e+305  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -8.50294e+305  2.50857e+306  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  -nan  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
